ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,All Souls' Day,All Souls' Day_lower,All Souls' Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Good Friday,Good Friday_lower,Good Friday_upper,Independence Day,Independence Day_lower,Independence Day_upper,Our Lady of Aparecida,Our Lady of Aparecida_lower,Our Lady of Aparecida_upper,Republic Proclamation Day,Republic Proclamation Day_lower,Republic Proclamation Day_upper,Tiradentes' Day,Tiradentes' Day_lower,Tiradentes' Day_upper,Universal Fraternization Day,Universal Fraternization Day_lower,Universal Fraternization Day_upper,Worker's Day,Worker's Day_lower,Worker's Day_upper,additive_terms,additive_terms_lower,additive_terms_upper,christmas_dummy,christmas_dummy_lower,christmas_dummy_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,july_15_dummy,july_15_dummy_lower,july_15_dummy_upper,log_transactions,log_transactions_lower,log_transactions_upper,log_transactions_lag_1,log_transactions_lag_1_lower,log_transactions_lag_1_upper,log_transactions_lag_14,log_transactions_lag_14_lower,log_transactions_lag_14_upper,log_transactions_lag_28,log_transactions_lag_28_lower,log_transactions_lag_28_upper,log_transactions_lag_7,log_transactions_lag_7_lower,log_transactions_lag_7_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-07-22,13.639302342589094,13.733034540733163,14.029746222756014,13.639302342589094,13.639302342589094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500170591525665,0.2500170591525665,0.2500170591525665,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.0665842035890779,0.0665842035890779,0.0665842035890779,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.06350601385962582,0.06350601385962582,0.06350601385962582,0.002238862638247382,0.002238862638247382,0.002238862638247382,0.0019151006792135377,0.0019151006792135377,0.0019151006792135377,0.003183257203953462,0.003183257203953462,0.003183257203953462,-0.003733266167344906,-0.003733266167344906,-0.003733266167344906,0.15889406996488376,0.15889406996488376,0.15889406996488376,0.024538785598604833,0.024538785598604833,0.024538785598604833,0.0,0.0,0.0,13.88931940174166
2017-07-23,13.639561572220808,13.799284494191753,14.092400181349515,13.639561572220808,13.639576119688012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31585790564289556,0.31585790564289556,0.31585790564289556,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.05653571433211969,0.05653571433211969,0.05653571433211969,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.05066767507591714,0.05066767507591714,0.05066767507591714,0.005069000309074497,0.005069000309074497,0.005069000309074497,0.0016328814550712158,0.0016328814550712158,0.0016328814550712158,0.0026855871103924826,0.0026855871103924826,0.0026855871103924826,-0.0029936649937182805,-0.0029936649937182805,-0.0029936649937182805,0.24056077805907908,0.24056077805907908,0.24056077805907908,0.018761413251696783,0.018761413251696783,0.018761413251696783,0.0,0.0,0.0,13.955419477863703
2017-07-24,13.639820801852524,13.511154009582418,13.793928855818901,13.639820801852524,13.640258778120375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013520020470014013,0.013520020470014013,0.013520020470014013,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.015688933422528577,0.015688933422528577,0.015688933422528577,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.011705415891951917,0.011705415891951917,0.011705415891951917,0.004067850989498322,0.004067850989498322,0.004067850989498322,0.0005894248793336001,0.0005894248793336001,0.0005894248793336001,0.0008041106484855734,0.0008041106484855734,0.0008041106484855734,-0.0009521043621234603,-0.0009521043621234603,-0.0009521043621234603,-0.014432770301830251,-0.014432770301830251,-0.014432770301830251,0.012263857349315689,0.012263857349315689,0.012263857349315689,0.0,0.0,0.0,13.653340822322539
2017-07-25,13.640080031484239,13.400526581086002,13.705975625976986,13.640080031484239,13.64084910469255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08170633710080252,-0.08170633710080252,-0.08170633710080252,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,-0.0019776771370190443,-0.0019776771370190443,-0.0019776771370190443,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,-0.0030237792501499974,-0.0030237792501499974,-0.0030237792501499974,0.0010295264890827652,0.0010295264890827652,0.0010295264890827652,0.00035972295892666175,0.00035972295892666175,0.00035972295892666175,0.0004687464214071744,0.0004687464214071744,0.0004687464214071744,-0.00028612913166827197,-0.00028612913166827197,-0.00028612913166827197,-0.08482624783011089,-0.08482624783011089,-0.08482624783011089,0.005097587866327396,0.005097587866327396,0.005097587866327396,0.0,0.0,0.0,13.558373694383436
2017-07-26,13.640339261115953,13.430990982250519,13.733736484103403,13.64008479812741,13.641497092964704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05085438931471394,-0.05085438931471394,-0.05085438931471394,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,-0.002172786722442651,-0.002172786722442651,-0.002172786722442651,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,-0.0021634286074952856,-0.0021634286074952856,-0.0021634286074952856,-0.00011907411593727462,-0.00011907411593727462,-0.00011907411593727462,0.0004611183520544127,0.0004611183520544127,0.0004611183520544127,0.0006702891383885655,0.0006702891383885655,0.0006702891383885655,-0.0004959268648356927,-0.0004959268648356927,-0.0004959268648356927,-0.0460088185898068,-0.0460088185898068,-0.0460088185898068,-0.002672784002464481,-0.002672784002464481,-0.002672784002464481,0.0,0.0,0.0,13.58948487180124
2017-07-27,13.640598490747669,13.287536857663937,13.56871388198482,13.639756260776823,13.642368567436405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2113627664820141,-0.2113627664820141,-0.2113627664820141,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,-0.019014090842097615,-0.019014090842097615,-0.019014090842097615,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,-0.01832330380129545,-0.01832330380129545,-0.01832330380129545,-5.198292329919804e-05,-5.198292329919804e-05,-5.198292329919804e-05,-6.102879621122646e-05,-6.102879621122646e-05,-6.102879621122646e-05,0.0002670797418418835,0.0002670797418418835,0.0002670797418418835,-0.0003190904385162452,-0.0003190904385162452,-0.0003190904385162452,-0.18137848716454275,-0.18137848716454275,-0.18137848716454275,-0.010970188475373765,-0.010970188475373765,-0.010970188475373765,0.0,0.0,0.0,13.429235724265656
2017-07-28,13.640857720379383,13.43612681279431,13.725952915881686,13.639690449547635,13.643286082815507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06360804216078247,-0.06360804216078247,-0.06360804216078247,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.028906552157905795,0.028906552157905795,0.028906552157905795,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.02974649068616029,0.02974649068616029,0.02974649068616029,-0.0013121497040075186,-0.0013121497040075186,-0.0013121497040075186,0.0007812343732511147,0.0007812343732511147,0.0007812343732511147,0.001795743115645359,0.001795743115645359,0.001795743115645359,-0.001579001688526072,-0.001579001688526072,-0.001579001688526072,-0.07280852413727017,-0.07280852413727017,-0.07280852413727017,-0.0197060701814181,-0.0197060701814181,-0.0197060701814181,0.0,0.0,0.0,13.577249678218601
2017-07-29,13.6411169500111,13.697819307522147,13.995839321253175,13.639567161314478,13.644091374101007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20968981176871496,0.20968981176871496,0.20968981176871496,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.07957738255739953,0.07957738255739953,0.07957738255739953,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.07470528916451577,0.07470528916451577,0.07470528916451577,0.0024363915094671998,0.0024363915094671998,0.0024363915094671998,0.0018331836038360607,0.0018331836038360607,0.0018331836038360607,0.004344789158545107,0.004344789158545107,0.004344789158545107,-0.0032165062543472235,-0.0032165062543472235,-0.0032165062543472235,0.15889406996459532,0.15889406996459532,0.15889406996459532,-0.02878164075327992,-0.02878164075327992,-0.02878164075327992,0.0,0.0,0.0,13.850806761779815
2017-07-30,13.641376179642815,13.768021268294044,14.050593818733049,13.63929426700093,13.645388420514605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26421346415253,0.26421346415253,0.26421346415253,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.06174207890006985,0.06174207890006985,0.06174207890006985,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.05364133962028968,0.05364133962028968,0.05364133962028968,0.005942333459112926,0.005942333459112926,0.005942333459112926,0.0015007252515890134,0.0015007252515890134,0.0015007252515890134,0.003820691082452347,0.003820691082452347,0.003820691082452347,-0.002637245888756736,-0.002637245888756736,-0.002637245888756736,0.24056077805939305,0.24056077805939305,0.24056077805939305,-0.038089392806932944,-0.038089392806932944,-0.038089392806932944,0.0,0.0,0.0,13.905589643795345
2017-07-31,13.64163540927453,13.476811636679052,13.760958741702723,13.639078443612432,13.646525582800344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029194313701872553,-0.029194313701872553,-0.029194313701872553,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.03275330646885638,0.03275330646885638,0.03275330646885638,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.027126416372732786,0.027126416372732786,0.027126416372732786,0.004299740978180047,0.004299740978180047,0.004299740978180047,0.000583022700815207,0.000583022700815207,0.000583022700815207,0.0021491764280288316,0.0021491764280288316,0.0021491764280288316,-0.0008792853862831201,-0.0008792853862831201,-0.0008792853862831201,-0.014432770302118382,-0.014432770302118382,-0.014432770302118382,-0.04751484986861054,-0.04751484986861054,-0.04751484986861054,0.0,0.0,0.0,13.612441095572658
2017-08-01,13.641894638906246,13.395448367116781,13.696306119678873,13.638984839889451,13.64726865250502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09606673265572109,-0.09606673265572109,-0.09606673265572109,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.04569803516887842,0.04569803516887842,0.04569803516887842,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.04202556286355414,0.04202556286355414,0.04202556286355414,0.0022320749183319393,0.0022320749183319393,0.0022320749183319393,0.00028365996904883755,0.00028365996904883755,0.00028365996904883755,0.0018972124315169033,0.0018972124315169033,0.0018972124315169033,-0.00021471038895602113,-0.00021471038895602113,-0.00021471038895602113,-0.08482624783012903,-0.08482624783012903,-0.08482624783012903,-0.05693851999447053,-0.05693851999447053,-0.05693851999447053,0.0,0.0,0.0,13.545827906250524
2017-08-02,13.642153868537958,13.432259221970767,13.733611624031218,13.638540641926225,13.648185236681874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06141827079455796,-0.06141827079455796,-0.06141827079455796,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.05082856242817615,0.05082856242817615,0.05082856242817615,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.045942022127165597,0.045942022127165597,0.045942022127165597,0.0033939285368452385,0.0033939285368452385,0.0033939285368452385,0.00037796621295593276,0.00037796621295593276,0.00037796621295593276,0.0018939392185195441,0.0018939392185195441,0.0018939392185195441,-0.0002535290426927948,-0.0002535290426927948,-0.0002535290426927948,-0.046008818589804434,-0.046008818589804434,-0.046008818589804434,-0.06623801463292966,-0.06623801463292966,-0.06623801463292966,0.0,0.0,0.0,13.5807355977434
2017-08-03,13.642413098169675,13.255884270054956,13.553987593372987,13.63789780490898,13.64980516414764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23817982229843318,-0.23817982229843318,-0.23817982229843318,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.018488953762737556,0.018488953762737556,0.018488953762737556,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.013517773560781751,0.013517773560781751,0.013517773560781751,0.003699338807828891,0.003699338807828891,0.003699338807828891,0.0002984764162819494,0.0002984764162819494,0.0002984764162819494,0.0010235319746130145,0.0010235319746130145,0.0010235319746130145,0.0004755976278493293,0.0004755976278493293,0.0004755976278493293,-0.1813784871644726,-0.1813784871644726,-0.1813784871644726,-0.07529028889669813,-0.07529028889669813,-0.07529028889669813,0.0,0.0,0.0,13.404233275871242
2017-08-04,13.64267232780139,13.381724850629178,13.673384312465132,13.637261098029267,13.65058112494068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1162662154274493,-0.1162662154274493,-0.1162662154274493,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.040516263721584234,0.040516263721584234,0.040516263721584234,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.03875370998297062,0.03875370998297062,0.03875370998297062,0.0011708563509555566,0.0011708563509555566,0.0011708563509555566,0.0008648195118477262,0.0008648195118477262,0.0008648195118477262,0.0019459334801914785,0.0019459334801914785,0.0019459334801914785,-0.0016932909797637728,-0.0016932909797637728,-0.0016932909797637728,-0.0728085241375418,-0.0728085241375418,-0.0728085241375418,-0.08397395501149174,-0.08397395501149174,-0.08397395501149174,0.0,0.0,0.0,13.526406112373941
